Number,created_on,resolved_at,Assignment group,mttr_minutes,sla_met,sla_status,sla_threshold_minutes
INC47991714,2025-06-11 09:49:27,2025-06-11 09:56:57,AEDT - Enterprise Tech Spot - Purpose,7.5,False,SLA Breach,3
INC47991341,2025-06-11 09:31:25,2025-06-11 11:39:33,AEDT - Enterprise Tech Spot - Hula,128.13333333333333,False,SLA Breach,3
INC47991317,2025-06-11 09:29:26,2025-06-11 09:31:12,AEDT - Enterprise Tech Spot - DGTC,1.7666666666666666,True,SLA Met,3
INC47991082,2025-06-11 09:17:22,2025-06-11 09:31:21,AEDT - Enterprise Tech Spot - Sam's Club,13.983333333333333,False,SLA Breach,3
INC47991067,2025-06-11 09:15:50,2025-06-11 09:17:23,AEDT - Enterprise Tech Spot - Purpose,1.55,True,SLA Met,3
INC47991047,2025-06-11 09:14:16,2025-06-11 09:17:06,AEDT - Enterprise Tech Spot - Herndon,2.8333333333333335,True,SLA Met,3
INC47991034,2025-06-11 09:13:45,2025-06-11 09:14:19,AEDT - Enterprise Tech Spot - Purpose,0.5666666666666667,True,SLA Met,3
INC47990906,2025-06-11 09:07:10,2025-06-11 09:09:23,AEDT - Enterprise Tech Spot - DGTC,2.216666666666667,True,SLA Met,3
INC47990856,2025-06-11 09:04:01,2025-06-11 09:04:32,AEDT - Enterprise Tech Spot - Hoboken,0.5166666666666667,True,SLA Met,3
INC47990808,2025-06-11 09:01:48,2025-06-11 09:03:32,AEDT - Enterprise Tech Spot - Sam's Club,1.7333333333333334,True,SLA Met,3
INC47990632,2025-06-11 08:53:11,2025-06-11 08:53:54,AEDT - Enterprise Tech Spot - Purpose,0.7166666666666667,True,SLA Met,3
INC47990569,2025-06-11 08:49:56,2025-06-16 09:05:37,AEDT - Enterprise Tech Spot - Hula,7215.683333333333,False,SLA Breach,3
INC47990508,2025-06-11 08:46:53,2025-06-11 08:51:12,AEDT - Enterprise Tech Spot - Hula,4.316666666666666,False,SLA Breach,3
INC47990414,2025-06-11 08:42:55,2025-06-11 08:45:00,AEDT - Enterprise Tech Spot - DGTC,2.0833333333333335,True,SLA Met,3
INC47990165,2025-06-11 08:31:55,2025-06-11 08:34:20,AEDT - Enterprise Tech Spot - DGTC,2.4166666666666665,True,SLA Met,3
INC47990075,2025-06-11 08:27:05,2025-06-11 08:29:20,AEDT - Enterprise Tech Spot - Herndon,2.25,True,SLA Met,3
INC47989418,2025-06-11 07:56:01,2025-06-11 08:00:34,AEDT - Enterprise Tech Spot - Homeoffice,4.55,False,SLA Breach,3
INC47989406,2025-06-11 07:55:19,2025-06-11 09:11:05,AEDT - Enterprise Tech Spot - Purpose,75.76666666666667,False,SLA Breach,3
INC47989278,2025-06-11 07:47:55,2025-06-11 07:48:47,AEDT - Enterprise Tech Spot - Purpose,0.8666666666666667,True,SLA Met,3
INC47989269,2025-06-11 07:47:35,2025-06-11 08:25:10,AEDT - Enterprise Tech Spot - Purpose,37.583333333333336,False,SLA Breach,3
INC47989063,2025-06-11 07:37:18,2025-06-12 09:02:33,AEDT - Enterprise Tech Spot - Hoboken,1525.25,False,SLA Breach,3
INC47988179,2025-06-11 06:47:53,2025-06-11 06:48:12,AEDT - Enterprise Tech Spot - Sam's Club,0.31666666666666665,True,SLA Met,3
INC47987978,2025-06-11 06:35:29,2025-06-11 06:35:48,AEDT - Enterprise Tech Spot - DGTC,0.31666666666666665,True,SLA Met,3
INC47987959,2025-06-11 06:34:34,2025-06-11 06:36:04,AEDT - Enterprise Tech Spot - Homeoffice,1.5,True,SLA Met,3
INC47987958,2025-06-11 06:34:30,2025-06-11 06:35:08,AEDT - Enterprise Tech Spot - DGTC,0.6333333333333333,True,SLA Met,3
INC47987857,2025-06-11 06:27:21,2025-06-11 06:28:14,AEDT - Enterprise Tech Spot - Homeoffice,0.8833333333333333,True,SLA Met,3
INC47987804,2025-06-11 06:23:37,2025-06-11 06:26:41,AEDT - Enterprise Tech Spot - Purpose,3.066666666666667,False,SLA Breach,3
INC47987500,2025-06-11 06:06:30,2025-06-11 06:06:51,AEDT - Enterprise Tech Spot - Homeoffice,0.35,True,SLA Met,3
INC47987481,2025-06-11 06:05:59,2025-06-11 06:15:15,AEDT - Enterprise Tech Spot - Hula,9.266666666666667,False,SLA Breach,3
INC47986477,2025-06-11 04:41:13,2025-06-11 04:55:52,ADE - Enterprise Tech Spot - IDC RMZ,14.65,False,SLA Breach,3
INC47986472,2025-06-11 04:40:59,2025-06-11 05:04:31,ADE - Enterprise Tech Spot - IDC Building 10,23.533333333333335,False,SLA Breach,3
INC47986415,2025-06-11 04:34:32,2025-06-11 04:36:40,ADE - Enterprise Tech Spot - IDC PTPP1,2.1333333333333333,True,SLA Met,3
INC47985278,2025-06-11 02:06:14,2025-06-11 02:45:24,ADE - Enterprise Tech Spot - IDC Building 10,39.166666666666664,False,SLA Breach,3
INC47985210,2025-06-11 01:56:53,2025-06-11 02:40:32,ADE - Enterprise Tech Spot - IDC Building 10,43.65,False,SLA Breach,3
INC47985103,2025-06-11 01:42:59,2025-06-11 01:57:32,ADE - Enterprise Tech Spot - IDC PTPP1,14.55,False,SLA Breach,3
INC47985089,2025-06-11 01:37:29,2025-06-11 04:25:07,ADE - Enterprise Tech Spot - IDC RMZ,167.63333333333333,False,SLA Breach,3
INC47984952,2025-06-11 01:17:06,2025-06-11 04:39:52,ADE - Enterprise Tech Spot - IDC PTPP1,202.76666666666668,False,SLA Breach,3
INC47984905,2025-06-11 01:11:34,2025-06-11 04:40:40,ADE - Enterprise Tech Spot - IDC PTPP1,209.1,False,SLA Breach,3
INC47984856,2025-06-11 01:01:52,2025-06-11 04:39:01,ADE - Enterprise Tech Spot - IDC PTPP1,217.15,False,SLA Breach,3
INC47983822,2025-06-10 23:11:18,2025-06-11 00:32:38,ADE - Enterprise Tech Spot - IDC RMZ,81.33333333333333,False,SLA Breach,3
INC47983678,2025-06-10 22:54:30,2025-06-10 22:59:38,ADE - Enterprise Tech Spot - IDC PTPP1,5.133333333333334,False,SLA Breach,3
INC47983600,2025-06-10 22:42:02,2025-06-10 22:49:37,ADE - Enterprise Tech Spot - IDC PTPP1,7.583333333333333,False,SLA Breach,3
INC47983508,2025-06-10 22:33:01,2025-06-11 01:12:26,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,159.41666666666666,False,SLA Breach,3
INC47983484,2025-06-10 22:30:14,2025-06-10 22:49:47,ADE - Enterprise Tech Spot - IDC Building 10,19.55,False,SLA Breach,3
INC47983308,2025-06-10 22:11:55,2025-06-10 23:20:39,ADE - Enterprise Tech Spot - IDC RMZ,68.73333333333333,False,SLA Breach,3
INC47983238,2025-06-10 22:02:31,2025-06-10 22:13:20,ADE - Enterprise Tech Spot - IDC PTPP1,10.816666666666666,False,SLA Breach,3
INC47983220,2025-06-10 21:59:30,2025-06-10 23:32:48,ADE - Enterprise Tech Spot - IDC RMZ,93.3,False,SLA Breach,3
INC47983132,2025-06-10 21:46:27,2025-06-10 21:48:54,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,2.45,True,SLA Met,3
INC47982812,2025-06-10 21:30:30,2025-06-10 21:33:10,ADE - Enterprise Tech Spot - IDC PTPP1,2.6666666666666665,True,SLA Met,3
INC47982766,2025-06-10 21:25:36,2025-06-10 21:58:08,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,32.53333333333333,False,SLA Breach,3
INC47979388,2025-06-10 16:27:23,2025-06-10 16:28:57,AEDT - Enterprise Tech Spot - Los Angeles,1.5666666666666667,True,SLA Met,3
INC47978971,2025-06-10 15:55:38,2025-06-10 15:56:05,AEDT - Enterprise Tech Spot - Sunnyvale,0.45,True,SLA Met,3
INC47978913,2025-06-10 15:50:33,2025-06-10 15:50:55,AEDT - Enterprise Tech Spot - Sunnyvale,0.36666666666666664,True,SLA Met,3
INC47978832,2025-06-10 15:43:40,2025-06-10 15:44:08,AEDT - Enterprise Tech Spot - Sunnyvale,0.4666666666666667,True,SLA Met,3
INC47978803,2025-06-10 15:41:24,2025-06-10 16:10:41,AEDT - Enterprise Tech Spot - San Bruno,29.283333333333335,False,SLA Breach,3
INC47978690,2025-06-10 15:32:12,2025-06-10 15:41:52,AEDT - Enterprise Tech Spot - Sunnyvale,9.666666666666666,False,SLA Breach,3
INC47978601,2025-06-10 15:26:56,2025-06-10 15:38:42,AEDT - Enterprise Tech Spot - San Bruno,11.766666666666667,False,SLA Breach,3
INC47978569,2025-06-10 15:24:51,2025-06-10 15:27:00,AEDT - Enterprise Tech Spot - Sunnyvale,2.15,True,SLA Met,3
INC47978455,2025-06-10 15:14:49,2025-06-10 15:15:33,AEDT - Enterprise Tech Spot - Los Angeles,0.7333333333333333,True,SLA Met,3
INC47978290,2025-06-10 15:00:09,2025-06-10 15:00:29,AEDT - Enterprise Tech Spot - Jst,0.3333333333333333,True,SLA Met,3
INC47978208,2025-06-10 14:54:34,2025-06-10 14:57:24,AEDT - Enterprise Tech Spot - San Bruno,2.8333333333333335,True,SLA Met,3
INC47977963,2025-06-10 14:39:17,2025-06-10 14:41:16,AEDT - Enterprise Tech Spot - Sam's Club,1.9833333333333334,True,SLA Met,3
INC47977922,2025-06-10 14:36:54,2025-06-10 14:40:10,AEDT - Enterprise Tech Spot - Sunnyvale,3.2666666666666666,False,SLA Breach,3
INC47977701,2025-06-10 14:21:35,2025-06-10 14:22:00,AEDT - Enterprise Tech Spot - DGTC,0.4166666666666667,True,SLA Met,3
INC47977512,2025-06-10 14:09:19,2025-06-10 14:09:52,AEDT - Enterprise Tech Spot - Sam's Club,0.55,True,SLA Met,3
INC47977249,2025-06-10 13:52:24,2025-06-16 06:00:33,AEDT - Enterprise Tech Spot - Sam's Club,8168.15,False,SLA Breach,3
INC47977210,2025-06-10 13:50:06,2025-06-10 13:50:46,AEDT - Enterprise Tech Spot - Los Angeles,0.6666666666666666,True,SLA Met,3
INC47977199,2025-06-10 13:49:21,2025-06-10 13:50:32,AEDT - Enterprise Tech Spot - Homeoffice,1.1833333333333333,True,SLA Met,3
INC47977145,2025-06-10 13:46:24,2025-06-10 13:47:29,AEDT - Enterprise Tech Spot - Sam's Club,1.0833333333333333,True,SLA Met,3
INC47976918,2025-06-10 13:33:23,2025-06-10 13:35:17,AEDT - Enterprise Tech Spot - Sam's Club,1.9,True,SLA Met,3
INC47976909,2025-06-10 13:32:47,2025-06-10 13:37:01,AEDT - Enterprise Tech Spot - Sam's Club,4.233333333333333,False,SLA Breach,3
INC47976700,2025-06-10 13:21:03,2025-06-10 13:21:29,AEDT - Enterprise Tech Spot - Purpose,0.43333333333333335,True,SLA Met,3
INC47976590,2025-06-10 13:15:38,2025-06-10 13:15:54,AEDT - Enterprise Tech Spot - DGTC,0.26666666666666666,True,SLA Met,3
INC47976311,2025-06-10 13:02:45,2025-06-10 13:05:21,AEDT - Enterprise Tech Spot - DGTC,2.6,True,SLA Met,3
INC47976234,2025-06-10 12:58:35,2025-06-10 12:59:06,AEDT - Enterprise Tech Spot - Hoboken,0.5166666666666667,True,SLA Met,3
INC47976226,2025-06-10 12:58:24,2025-06-10 12:59:33,AEDT - Enterprise Tech Spot - DGTC,1.15,True,SLA Met,3
INC47976166,2025-06-10 12:55:27,2025-06-10 12:56:06,AEDT - Enterprise Tech Spot - Jst,0.65,True,SLA Met,3
INC47976119,2025-06-10 12:52:51,2025-06-10 12:53:11,AEDT - Enterprise Tech Spot - Hoboken,0.3333333333333333,True,SLA Met,3
INC47976022,2025-06-10 12:47:15,2025-06-10 12:48:19,AEDT - Enterprise Tech Spot - Hoboken,1.0666666666666667,True,SLA Met,3
INC47975909,2025-06-10 12:40:45,2025-06-10 12:49:36,AEDT - Enterprise Tech Spot - Herndon,8.85,False,SLA Breach,3
INC47975877,2025-06-10 12:38:35,2025-06-10 12:39:17,AEDT - Enterprise Tech Spot - Hoboken,0.7,True,SLA Met,3
INC47975441,2025-06-10 12:16:27,2025-06-10 12:37:45,AEDT - Enterprise Tech Spot - DGTC,21.3,False,SLA Breach,3
INC47975093,2025-06-10 11:57:17,2025-06-10 11:58:28,AEDT - Enterprise Tech Spot - Herndon,1.1833333333333333,True,SLA Met,3
INC47974494,2025-06-10 11:28:20,2025-06-10 11:30:28,AEDT - Enterprise Tech Spot - DGTC,2.1333333333333333,True,SLA Met,3
INC47974433,2025-06-10 11:24:42,2025-06-10 11:31:12,AEDT - Enterprise Tech Spot - DGTC,6.5,False,SLA Breach,3
INC47974418,2025-06-10 11:23:40,2025-06-10 11:24:13,AEDT - Enterprise Tech Spot - Los Angeles,0.55,True,SLA Met,3
INC47974374,2025-06-10 11:21:10,2025-06-10 12:50:14,ADE - Enterprise Tech Spot - IDC Pardhanani,89.06666666666666,False,SLA Breach,3
INC47974266,2025-06-10 11:15:12,2025-06-10 11:19:59,AEDT - Enterprise Tech Spot - DGTC,4.783333333333333,False,SLA Breach,3
INC47974211,2025-06-10 11:12:11,2025-06-10 11:12:51,AEDT - Enterprise Tech Spot - DGTC,0.6666666666666666,True,SLA Met,3
INC47974051,2025-06-10 11:02:55,2025-06-10 11:06:16,AEDT - Enterprise Tech Spot - DGTC,3.35,False,SLA Breach,3
INC47974033,2025-06-10 11:01:51,2025-06-10 11:08:16,AEDT - Enterprise Tech Spot - DGTC,6.416666666666667,False,SLA Breach,3
INC47973754,2025-06-10 10:46:38,2025-06-10 10:52:01,AEDT - Enterprise Tech Spot - DGTC,5.383333333333334,False,SLA Breach,3
INC47973647,2025-06-10 10:41:05,2025-06-10 10:43:40,AEDT - Enterprise Tech Spot - Sunnyvale,2.5833333333333335,True,SLA Met,3
INC47973593,2025-06-10 10:38:04,2025-06-10 10:45:47,AEDT - Enterprise Tech Spot - DGTC,7.716666666666667,False,SLA Breach,3
INC47973284,2025-06-10 10:21:22,2025-06-11 10:28:20,AEDT - Enterprise Tech Spot - Homeoffice,1446.9666666666667,False,SLA Breach,3
INC47972870,2025-06-10 10:02:19,2025-06-10 10:02:54,AEDT - Enterprise Tech Spot - Sunnyvale,0.5833333333333334,True,SLA Met,3
INC47972831,2025-06-10 10:00:38,2025-06-10 10:03:46,AEDT - Enterprise Tech Spot - Hula,3.1333333333333333,False,SLA Breach,3
INC47972787,2025-06-10 09:58:03,2025-06-10 09:58:42,AEDT - Enterprise Tech Spot - DGTC,0.65,True,SLA Met,3
INC47972557,2025-06-10 09:45:55,2025-06-10 09:48:39,AEDT - Enterprise Tech Spot - Hula,2.7333333333333334,True,SLA Met,3
INC47972358,2025-06-10 09:37:13,2025-06-10 11:11:20,AEDT - Enterprise Tech Spot - Hula,94.11666666666666,False,SLA Breach,3
INC47972014,2025-06-10 09:21:32,2025-06-10 09:22:52,AEDT - Enterprise Tech Spot - DGTC,1.3333333333333333,True,SLA Met,3
INC47971851,2025-06-10 09:14:30,2025-06-10 09:15:01,AEDT - Enterprise Tech Spot - Purpose,0.5166666666666667,True,SLA Met,3
INC47971556,2025-06-10 08:59:42,2025-06-10 09:00:09,AEDT - Enterprise Tech Spot - Jst,0.45,True,SLA Met,3
INC47971271,2025-06-10 08:47:02,2025-06-10 08:48:13,AEDT - Enterprise Tech Spot - Sam's Club,1.1833333333333333,True,SLA Met,3
INC47971203,2025-06-10 08:43:54,2025-06-10 08:45:08,AEDT - Enterprise Tech Spot - DGTC,1.2333333333333334,True,SLA Met,3
INC47971146,2025-06-10 08:40:53,2025-06-10 12:47:18,AEDT - Enterprise Tech Spot - Hoboken,246.41666666666666,False,SLA Breach,3
INC47971038,2025-06-10 08:36:17,2025-06-10 08:39:18,AEDT - Enterprise Tech Spot - San Bruno,3.0166666666666666,False,SLA Breach,3
INC47970835,2025-06-10 08:25:49,2025-06-10 08:26:10,AEDT - Enterprise Tech Spot - Jst,0.35,True,SLA Met,3
INC47970541,2025-06-10 08:11:49,2025-06-10 08:15:13,AEDT - Enterprise Tech Spot - Homeoffice,3.4,False,SLA Breach,3
INC47970485,2025-06-10 08:08:49,2025-06-10 08:23:35,AEDT - Enterprise Tech Spot - Herndon,14.766666666666667,False,SLA Breach,3
INC47970363,2025-06-10 08:02:18,2025-06-16 09:08:28,AEDT - Enterprise Tech Spot - Hula,8706.166666666666,False,SLA Breach,3
INC47970255,2025-06-10 07:57:17,2025-06-10 08:00:14,AEDT - Enterprise Tech Spot - Homeoffice,2.95,True,SLA Met,3
INC47970253,2025-06-10 07:57:11,2025-06-10 08:01:53,AEDT - Enterprise Tech Spot - Purpose,4.7,False,SLA Breach,3
INC47970188,2025-06-10 07:54:07,2025-06-10 07:56:25,AEDT - Enterprise Tech Spot - Herndon,2.3,True,SLA Met,3
INC47970089,2025-06-10 07:49:56,2025-06-10 07:52:27,AEDT - Enterprise Tech Spot - DGTC,2.5166666666666666,True,SLA Met,3
INC47969969,2025-06-10 07:44:38,2025-06-10 07:46:29,AEDT - Enterprise Tech Spot - DGTC,1.85,True,SLA Met,3
INC47969911,2025-06-10 07:41:35,2025-06-10 07:45:00,AEDT - Enterprise Tech Spot - DGTC,3.4166666666666665,False,SLA Breach,3
INC47969692,2025-06-10 07:29:56,2025-06-10 07:33:35,AEDT - Enterprise Tech Spot - Homeoffice,3.65,False,SLA Breach,3
INC47969497,2025-06-10 07:20:26,2025-06-10 07:23:48,AEDT - Enterprise Tech Spot - DGTC,3.3666666666666667,False,SLA Breach,3
INC47969459,2025-06-10 07:18:30,2025-06-10 07:19:45,AEDT - Enterprise Tech Spot - DGTC,1.25,True,SLA Met,3
INC47969388,2025-06-10 07:15:25,2025-06-10 07:32:04,AEDT - Enterprise Tech Spot - Purpose,16.65,False,SLA Breach,3
INC47969367,2025-06-10 07:13:50,2025-06-10 07:18:07,AEDT - Enterprise Tech Spot - Purpose,4.283333333333333,False,SLA Breach,3
INC47969337,2025-06-10 07:12:01,2025-06-10 07:13:42,AEDT - Enterprise Tech Spot - Homeoffice,1.6833333333333333,True,SLA Met,3
INC47968964,2025-06-10 06:51:35,2025-06-10 06:51:52,AEDT - Enterprise Tech Spot - Homeoffice,0.2833333333333333,True,SLA Met,3
INC47968738,2025-06-10 06:39:34,2025-06-10 06:40:18,AEDT - Enterprise Tech Spot - DGTC,0.7333333333333333,True,SLA Met,3
INC47968697,2025-06-10 06:37:17,2025-06-10 06:37:30,AEDT - Enterprise Tech Spot - Homeoffice,0.21666666666666667,True,SLA Met,3
INC47968486,2025-06-10 06:26:01,2025-06-10 06:36:52,AEDT - Enterprise Tech Spot - DGTC,10.85,False,SLA Breach,3
INC47968335,2025-06-10 06:18:16,2025-06-10 06:18:42,AEDT - Enterprise Tech Spot - DGTC,0.43333333333333335,True,SLA Met,3
INC47968303,2025-06-10 06:16:26,2025-06-10 06:19:07,AEDT - Enterprise Tech Spot - Homeoffice,2.683333333333333,True,SLA Met,3
INC47968249,2025-06-10 06:12:52,2025-06-10 06:20:12,AEDT - Enterprise Tech Spot - DGTC,7.333333333333333,False,SLA Breach,3
INC47968134,2025-06-10 06:09:51,2025-06-10 06:12:26,AEDT - Enterprise Tech Spot - DGTC,2.5833333333333335,True,SLA Met,3
INC47967964,2025-06-10 06:01:04,2025-06-10 06:05:38,AEDT - Enterprise Tech Spot - Sam's Club,4.566666666666666,False,SLA Breach,3
INC47967961,2025-06-10 06:00:54,2025-06-10 06:23:47,ADE - Enterprise Tech Spot - IDC RMZ,22.883333333333333,False,SLA Breach,3
INC47967875,2025-06-10 05:55:41,2025-06-10 05:57:03,AEDT - Enterprise Tech Spot - Sam's Club,1.3666666666666667,True,SLA Met,3
INC47967346,2025-06-10 05:09:47,2025-06-10 05:27:19,ADE - Enterprise Tech Spot - IDC Pardhanani,17.533333333333335,False,SLA Breach,3
INC47967158,2025-06-10 04:47:21,2025-06-10 04:58:08,ADE - Enterprise Tech Spot - IDC Pardhanani,10.783333333333333,False,SLA Breach,3
INC47966937,2025-06-10 04:16:16,2025-06-10 04:33:30,ADE - Enterprise Tech Spot - IDC Building 10,17.233333333333334,False,SLA Breach,3
INC47966924,2025-06-10 04:14:36,2025-06-10 04:21:27,ADE - Enterprise Tech Spot - IDC Building 10,6.85,False,SLA Breach,3
INC47966694,2025-06-10 03:46:33,2025-06-15 20:40:18,ADE - Enterprise Tech Spot - IDC Pardhanani,8213.75,False,SLA Breach,3
INC47966508,2025-06-10 03:16:21,2025-06-10 03:44:17,ADE - Enterprise Tech Spot - IDC RMZ,27.933333333333334,False,SLA Breach,3
INC47966356,2025-06-10 02:57:23,2025-06-10 03:18:59,ADE - Enterprise Tech Spot - IDC Pardhanani,21.6,False,SLA Breach,3
INC47966348,2025-06-10 02:55:03,2025-06-10 03:40:25,ADE - Enterprise Tech Spot - IDC RMZ,45.36666666666667,False,SLA Breach,3
INC47966283,2025-06-10 02:45:46,2025-06-10 03:07:28,ADE - Enterprise Tech Spot - IDC Pardhanani,21.7,False,SLA Breach,3
INC47966139,2025-06-10 02:29:32,2025-06-10 03:09:14,ADE - Enterprise Tech Spot - IDC Building 10,39.7,False,SLA Breach,3
INC47965367,2025-06-10 01:40:49,2025-06-10 02:04:54,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,24.083333333333332,False,SLA Breach,3
INC47965305,2025-06-10 01:34:58,2025-06-10 03:20:04,ADE - Enterprise Tech Spot - IDC PTPP1,105.1,False,SLA Breach,3
INC47965127,2025-06-10 01:14:01,2025-06-10 02:36:46,ADE - Enterprise Tech Spot - IDC Building 10,82.75,False,SLA Breach,3
INC47964859,2025-06-10 00:36:41,2025-06-10 00:40:06,ADE - Enterprise Tech Spot - IDC PTPP1,3.4166666666666665,False,SLA Breach,3
INC47964384,2025-06-09 23:22:35,2025-06-10 00:02:11,ADE - Enterprise Tech Spot - IDC Building 10,39.6,False,SLA Breach,3
INC47964260,2025-06-09 23:05:55,2025-06-09 23:37:00,ADE - Enterprise Tech Spot - IDC RMZ,31.083333333333332,False,SLA Breach,3
INC47964209,2025-06-09 23:00:56,2025-06-10 01:24:41,ADE - Enterprise Tech Spot - IDC PTPP1,143.75,False,SLA Breach,3
INC47964188,2025-06-09 22:57:00,2025-06-09 23:24:14,ADE - Enterprise Tech Spot - IDC RMZ,27.233333333333334,False,SLA Breach,3
INC47963604,2025-06-09 22:00:26,2025-06-09 22:34:32,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,34.1,False,SLA Breach,3
INC47963553,2025-06-09 21:54:04,2025-06-09 23:18:30,ADE - Enterprise Tech Spot - IDC Building 10,84.43333333333334,False,SLA Breach,3
INC47963486,2025-06-09 21:45:05,2025-06-10 02:40:03,ADE - Enterprise Tech Spot - IDC Pardhanani,294.96666666666664,False,SLA Breach,3
INC47963392,2025-06-09 21:33:59,2025-06-09 22:40:23,ADE - Enterprise Tech Spot - IDC Pardhanani,66.4,False,SLA Breach,3
INC47963309,2025-06-09 21:23:53,2025-06-09 23:45:54,ADE - Enterprise Tech Spot - IDC Pardhanani,142.01666666666668,False,SLA Breach,3
INC47963236,2025-06-09 21:15:44,2025-06-09 21:40:32,ADE - Enterprise Tech Spot - IDC Building 10,24.8,False,SLA Breach,3
INC47959594,2025-06-09 16:23:56,2025-06-09 16:24:24,AEDT - Enterprise Tech Spot - Sunnyvale,0.4666666666666667,True,SLA Met,3
INC47959586,2025-06-09 16:22:39,2025-06-09 16:24:48,AEDT - Enterprise Tech Spot - Los Angeles,2.15,True,SLA Met,3
INC47959569,2025-06-09 16:21:09,2025-06-09 16:21:36,AEDT - Enterprise Tech Spot - Sunnyvale,0.45,True,SLA Met,3
INC47959529,2025-06-09 16:18:38,2025-06-09 16:19:26,AEDT - Enterprise Tech Spot - Sunnyvale,0.8,True,SLA Met,3
INC47959280,2025-06-09 15:54:56,2025-06-09 16:12:32,AEDT - Enterprise Tech Spot - Sunnyvale,17.6,False,SLA Breach,3
INC47959254,2025-06-09 15:51:11,2025-06-09 15:51:42,AEDT - Enterprise Tech Spot - Sunnyvale,0.5166666666666667,True,SLA Met,3
INC47958936,2025-06-09 15:28:02,2025-06-09 15:31:06,AEDT - Enterprise Tech Spot - San Bruno,3.066666666666667,False,SLA Breach,3
INC47958691,2025-06-09 15:07:40,2025-06-09 15:09:51,AEDT - Enterprise Tech Spot - San Bruno,2.183333333333333,True,SLA Met,3
INC47958581,2025-06-09 15:03:51,2025-06-09 15:04:53,AEDT - Enterprise Tech Spot - San Bruno,1.0333333333333334,True,SLA Met,3
INC47958507,2025-06-09 14:58:16,2025-06-09 14:59:16,AEDT - Enterprise Tech Spot - Homeoffice,1.0,True,SLA Met,3
INC47958436,2025-06-09 14:53:25,2025-06-09 15:00:43,AEDT - Enterprise Tech Spot - Sam's Club,7.3,False,SLA Breach,3
INC47958407,2025-06-09 14:51:59,2025-06-09 14:52:45,AEDT - Enterprise Tech Spot - Homeoffice,0.7666666666666667,True,SLA Met,3
INC47958305,2025-06-09 14:45:42,2025-06-09 14:47:24,AEDT - Enterprise Tech Spot - San Bruno,1.7,True,SLA Met,3
INC47958177,2025-06-09 14:38:27,2025-06-09 14:45:25,AEDT - Enterprise Tech Spot - Sam's Club,6.966666666666667,False,SLA Breach,3
INC47958008,2025-06-09 14:27:34,2025-06-09 14:28:54,AEDT - Enterprise Tech Spot - Hula,1.3333333333333333,True,SLA Met,3
INC47957829,2025-06-09 14:16:15,2025-06-09 14:22:43,AEDT - Enterprise Tech Spot - Sam's Club,6.466666666666667,False,SLA Breach,3
INC47957447,2025-06-09 13:55:52,2025-06-09 14:02:56,AEDT - Enterprise Tech Spot - Purpose,7.066666666666666,False,SLA Breach,3
INC47957446,2025-06-09 13:55:50,2025-06-09 13:56:54,AEDT - Enterprise Tech Spot - Los Angeles,1.0666666666666667,True,SLA Met,3
INC47957430,2025-06-09 13:54:46,2025-06-09 13:55:23,AEDT - Enterprise Tech Spot - Jst,0.6166666666666667,True,SLA Met,3
INC47957306,2025-06-09 13:47:48,2025-06-09 13:50:53,AEDT - Enterprise Tech Spot - Los Angeles,3.0833333333333335,False,SLA Breach,3
INC47957268,2025-06-09 13:44:55,2025-06-09 13:45:19,AEDT - Enterprise Tech Spot - Jst,0.4,True,SLA Met,3
INC47957223,2025-06-09 13:42:27,2025-06-09 13:46:46,AEDT - Enterprise Tech Spot - Seattle,4.316666666666666,False,SLA Breach,3
INC47957150,2025-06-09 13:38:01,2025-06-09 13:39:12,AEDT - Enterprise Tech Spot - Jst,1.1833333333333333,True,SLA Met,3
INC47957127,2025-06-09 13:36:28,2025-06-09 13:36:54,AEDT - Enterprise Tech Spot - Jst,0.43333333333333335,True,SLA Met,3
INC47957096,2025-06-09 13:34:27,2025-06-09 13:35:07,AEDT - Enterprise Tech Spot - Jst,0.6666666666666666,True,SLA Met,3
INC47957002,2025-06-09 13:27:53,2025-06-09 13:45:54,AEDT - Enterprise Tech Spot - Seattle,18.016666666666666,False,SLA Breach,3
INC47956654,2025-06-09 13:07:02,2025-06-09 13:10:37,AEDT - Enterprise Tech Spot - Homeoffice,3.5833333333333335,False,SLA Breach,3
INC47956527,2025-06-09 13:01:06,2025-06-09 13:03:33,AEDT - Enterprise Tech Spot - Sunnyvale,2.45,True,SLA Met,3
INC47956521,2025-06-09 13:00:49,2025-06-09 13:01:04,AEDT - Enterprise Tech Spot - Hula,0.25,True,SLA Met,3
INC47956406,2025-06-09 12:54:01,2025-06-09 12:54:44,AEDT - Enterprise Tech Spot - Sunnyvale,0.7166666666666667,True,SLA Met,3
INC47956250,2025-06-09 12:44:53,2025-06-09 12:55:02,AEDT - Enterprise Tech Spot - Hula,10.15,False,SLA Breach,3
INC47956247,2025-06-09 12:44:37,2025-06-09 12:45:07,AEDT - Enterprise Tech Spot - Sunnyvale,0.5,True,SLA Met,3
INC47956101,2025-06-09 12:37:06,2025-06-09 13:13:21,AEDT - Enterprise Tech Spot - Homeoffice,36.25,False,SLA Breach,3
